Gene	A31338	A31372	A31360	A31387	A30212	A33903	A31406	A31388	A31288	A31390	A30231	A31428	A31432	A31467	A31459
TRBJ2-2	1.3899	5.9392	12.3349	0	0.79	0.6499	7.8582	0.854	0.6334	0	0.6596	8.6742	0.6369	5.62	4.4666
TRBJ2-2P	1.3121	0.6713	22.0319	0	6.1984	4.3571	3.1549	0	0	0	4.3748	15.6814	2.1186	7.9545	13.3706
TRBJ2-3	19.3481	4.7736	50.0214	5.7464	1.8546	14.5652	12.1483	14.3078	0	20.0028	1.1984	44.2768	10.5639	54.386	43.3689
TRBJ2-4	11.935	0.6527	13.0605	2.1688	1.9799	4.333	5.016	0	0	0	3.1581	11.3713	3.9036	6.6406	3.5641
TRBJ2-5	5.3908	1.7111	10.4933	1.5228	2.6545	2.6799	2.9658	1.8743	0	4.9847	0.3841	4.6835	3.3783	5.6276	2.9044
TRBJ2-6	7.849	0	3.231	0	1.5085	1.4078	0.5876	0	0	1.7715	0.2186	1.6744	2.0211	4.1263	2.2525
TRBJ2-7	4.3464	2.6236	6.7749	3.4124	2.9302	1.4885	5.5374	0	0	18.0799	1.2655	5.0984	2.5077	9.4909	1.3902
TRBV1	0	0	0	0	0.066	0	0	0	0	0	0	0	0	0	0.4455
TRBV10-1	2.5671	0	0	0.5923	0.0758	0.1468	1.064	0	0	1.2448	0.6253	0	0.61	1.0327	0
TRBV10-2	0	0.5546	1.3805	0	0	0.3711	0	4.3605	0	0	0.675	0	2.1343	0.0446	0
TRBV11-1	0.1318	0.0601	0.164	0	0.0858	0	0	0	0	0	0	0	0.2183	0	0.3053
TRBV11-2	1.2138	1.0227	0	0	0.5359	0.8934	2.6012	2.5566	0	0	0	0	2.2183	1.3463	0.0573
TRBV12-1	0	0	0	0	0	0.4088	0	0	0	0	0	0	0.1842	0	0
TRBV12-2	0	0.4635	0	0	0	0.2293	0	0.3218	0	0	0	0	2.0949	0	1.6927
TRBV19	1.6261	0	0	0	0.9035	0	3.05	0	0	0	0	1.9605	0.8268	1.7021	0
TRBV2	9.9524	1.0925	0	0	0.7358	0	0	0	0	0	0	0	1.1479	0.6202	5.4331
TRBV20-1	3.7465	0.9083	1.0868	2.7923	4.9264	3.0276	13.0607	2.5112	0.6784	7.3059	2.8896	2.4355	5.1739	1.4601	1.8102
TRBV20OR9-2	1.4531	0	0	0	0	0	0	0	0	0	0	0	0.6118	0	0
TRBV21-1	0	0	0.0261	0	0.3563	0	0.5305	0	0	0	0	0	0	0.9683	2.215
TRBV21OR9-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV22-1	0	0	0	0	0	0	0	0	0	0	0	0	0.7711	0	0
TRBV22OR9-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV23-1	0	4.665	0.0458	0	0.3384	3.3635	0	0	0	0	0	3.0761	2.5324	0	7.6666
TRBV23OR9-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV24-1	0	0	0	0	0.1639	0	1.8168	0	0.9273	0	0	0	0.3997	1.7686	0
TRBV24OR9-2	2.4853	0	0	0	0	0	0.2243	0	0	0	0	0	0	0	0
TRBV25-1	0.2438	0	0	0	0.1639	0.505	0.0606	0	0	0	0	0.0997	0.9162	0.5587	1.0787
TRBV25OR9-2	1.1645	0	0	0	0	0	0.0643	0	0	0	0	0	0	0	0
TRBV26	0	0	0	0	0	0.3579	0	0	0	0	0	0.1105	0	0	0
TRBV27	4.1749	23.9669	13.5417	6.2302	0.4035	63.5295	8.9625	30.6791	0	1.8349	3.8266	14.486	23.7479	1.4551	4.2933
TRBV28	0	8.8612	16.6119	0	1.7879	15.4224	7.7913	16.4313	0	0	0	1.1846	1.2267	0.0025	7.2496
TRBV29-1	1.6854	2.9965	0	2.4404	0.7769	0.2559	2.4662	0	0	0	0	0.5667	2.3343	0.5736	0
TRBV3-1	1.1185	0	0.1044	0	0.627	0	0	0	0	0	0	0.1944	0.0687	1.1794	0.2997
TRBV30	3.2468	0	0	1.2372	0.2452	0	2.2045	0	0	0	0	0.6802	1.0216	0	0
TRBV4-1	3.8942	0	0.3282	0	2.2572	0	0.4329	2.2938	0	3.871	0	0.6623	0.1439	3.5107	0.0379
TRBV4-2	5.5435	2.4805	0	0.9507	0.206	0	1.369	0	0	0	0	0	1.7082	0	1.534
TRBV5-1	1.8662	1.2083	0.9596	0	0.4311	0	1.6972	0	0	4.3226	0	1.0758	2.9217	1.576	0
TRBV5-2	0	0	0	0	0	0	0	0.4634	0	0	0	0.1971	0.4916	0	0
TRBV5-3	0.3457	0.1053	0	0	0	0.1282	0	0.5314	0	0	0	0	0.1565	0	0.7467
TRBV5-4	1.663	0.079	0	0	0.5167	1.788	0	2.744	0	0	0.1582	0.1813	2.9795	0	1.6361
TRBV5-5	3.6019	0.5875	0.073	0	0.0794	0.3095	2.8261	0.3875	0	0	0	0.8861	5.1609	1.1032	1.0823
TRBV5-6	2.9856	1.4344	0.1276	1.5654	0.3254	0	1.805	1.0946	0	0	0	0.5469	0.8466	3.8853	1.4302
TRBV5-7	0	0.1354	1.1536	0	0	0.8738	0.5051	0	0	0	0	0.0553	0	0	0
TRBV6-1	0.3527	0	0	1.122	0.0779	0	1.2657	0	0	2.8023	0	0.3316	0.1338	0.2654	0
TRBV6-4	0	0.0145	0	0	0.202	0.0159	0	0.0107	0.9293	0	0	0.3608	0	0.0268	0.4691
TRBV6-5	0.5164	3.7266	1.0949	0.2346	0.5332	9.9465	0.9004	1.9078	0	0	0	0.5099	2.3633	2.5217	8.328
TRBV6-6	5.9032	1.2395	0	0	0.4025	1.5213	0.0374	0	0.1141	0	0	0.2449	2.5346	0	0.3568
TRBV6-7	0.4715	0	0	0	0	0.1414	0	0	0	0	0	0	0.9272	0	0
TRBV6-8	4.3632	0	0	0	0	0.0413	0	1.1291	0	0	0	0	0.3149	0.0515	0.2332
TRBV6-9	3.0744	0.0298	0	0	0	0.3051	0.1342	0	0	0	0.6923	0	0	0	0
TRBV7-1	0	0.4189	0	0.1265	0	0.297	0	0	0	0	0	0	0	0	1.2149
TRBV7-3	0.7017	1.02	1.3558	1.8976	0.7079	3.2349	2.173	2.5202	0.8544	0	0.5687	0.1278	0.4877	0.592	9.2144
TRBV7-4	0.9447	1.7704	0.2874	0	0	8.8704	0.7765	1.2792	0	2.8518	0	0	0.5794	0	9.6769
TRBV7-5	0	0	0	0	0	29.7821	1.1932	5.1907	0	0	0	0.1101	8.3649	0.0314	10.7808
TRBV7-6	0.5062	1.2107	2.0166	1.9016	0.3983	1.6426	0.1177	7.7234	0	0	0	1.4989	1.7377	0.5587	0.5017
TRBV7-7	0	0	1.4021	0	0	0.719	0	0	0	0	0.3285	0.8691	2.9586	0	0.5004
TRBV7-8	2.0039	0.7648	0.0899	1.1213	0	5.1756	1.0425	0.7316	0	0.2008	0.5785	0.8571	3.8332	1.2741	3.5932
TRBV8-1	0.0855	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9988
TRBV8-2	2.1862	0.1598	0.5401	0.7669	0.2313	0.5558	0.0299	0.8345	0	0	0.012	0	0.6364	0.0914	3.4978
TRBV9	3.0642	1.3905	0	0.8015	0.4003	0.6145	0.8282	0	0.9393	23.5472	0	0.4384	0.7813	0.182	1.6288
TRBVA	0	0	0	0	0	0.0268	0	0	0	0	0	0	1.1206	0	0.7144
TRBVB	9.2697	36.3577	25.6621	0	0	183.0131	4.1887	69.7784	0.4334	0	1.1116	22.8776	27.996	4.458	3.7703
TRDMT1	4.1714	5.2384	2.9905	4.962	0.8986	5.488	4.3918	6.8771	1.8754	3.4248	3.9678	5.8761	6.6413	5.1038	4.2621
TRDN	0.5482	0	0.0044	0	0	2e-4	0	0	0	0	0	0	0	0	0
TREH	0.0077	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREM1	189.0684	15.1621	8.1547	70.0231	55.3337	3.2546	110.0753	68.6518	130.0852	46.8875	31.3368	3.0755	26.4511	7.8164	500.448
TREM2	0.6375	2.4009	1.8648	0	0	0	1.54	0	5.0077	0	0	0.053900000000000003	0	0.8683	0.0751
TREML1	1.0709	1.7278	0	0.0544	1.806	0.5211	2.0128	3.558	0.3003	7.2428	3.1234	1.2016	0.1342	16.1244	3.5891
TREML2	5.7892	19.7068	6.7587	0.6649	1.3737	18.6917	3.2669	17.2416	1.5208	3.3366	0.6362	11.4421	48.9943	19.2017	8.9744
TREML2P	4.2349	0.3136	0	0.0835	2.0261	0	0.7483	0.3672	0	1.4424	0.3989	0	1.8462	0.2454	0
TREML3	3.2236	0.3272	0.126	0.5603	0.8417	0.2191	1.0927	1.054	0.1456	4.0967	0	0.4299	1.6688	0	1.8221
TREML4	0.4968	0.4163	4.2365	0.2224	2.9212	2.5287	8.4259	0.0368	0.3491	0.2317	0.0135	0.0047	10.7822	0	0.1417
TRERF1	9.6676	5.0407	3.0949	10.2863	5.6731	2.2663	6.5239	4.9399	2.6989	0.1902	7.7918	4.8822	3.9901	3.2118	4.5853
TREX1	87.2977	43.4584	111.0192	109.7059	67.5297	57.4424	128.0416	91.0174	108.0894	79.7445	90.5278	58.1038	72.3875	36.2078	104.1853
TREX2	19.1529	16.7803	31.8514	27.7008	13.7271	25.6567	22.2116	20.7754	38.2872	16.2388	12.6282	15.2493	23.3932	17.4094	28.2311
TRGC1	31.2376	37.4556	54.2748	96.0919	6.9278	168.1967	26.3582	34.9996	21.1792	40.6853	41.4378	2.0885	156.1586	76.3706	79.7368
TRGC2	84.8901	37.6591	130.4762	331.2636	20.9127	501.5519	96.843	113.2879	81.6743	54.6983	59.2115	3.2811	408.6809	140.1147	107.1218
TRGJ1	3.869	1.4543	3.5148	13.0376	0.4185	18.3162	2.9487	2.7639	2.6161	5.3455	1.6875	0.5512	18.8152	3.2067	15.4739
TRGJ2	2.6556	0	0.857	6.1172	0.1686	5.1538	1.4904	0.6844	0.8759	1.5347	0.665	0	10.4439	2.5719	0.3402
TRGJP	22.0671	4.4271	11.0777	22.3466	0.8345	25.9595	10.3145	6.6519	12.8202	1.4099	6.0557	0.0155	44.6517	12.3517	14.0126
TRGJP1	91.1582	115.817	162.152	253.5529	26.0246	436.4933	61.0648	116.1903	66.8334	80.4223	103.6166	5.5109	463.2937	250.5193	248.8237
TRGJP2	50.2812	14.6852	58.7509	229.6795	5.4912	415.6796	72.9047	63.7172	50.9951	20.422	30.3056	1.0674	319.1677	98.8779	73.4402
TRGV1	7.9057	3.9702	3.1835	2.1228	0.4748	4.0974	2.1588	9.6423	2.6322	0.0132	4.7229	2.512	12.3473	1.9636	0.6676
TRGV10	0	5.0681	1.9149	0.3287	2.0421	2.7449	6.7356	0	1.1938	12.7646	0	0.1856	7.1048	25.9664	31.4292
TRGV11	0.2674	0	0	0	0	0	0	0	0	0	0	0	0.0579	0	0
TRGV2	2.8449	1.6777	1.4439	3.3451	1.298	3.0607	3.1246	2.2077	3.5786	0	2.364	4.4308	10.3619	3.3645	0
TRGV3	6.1213	7.5403	2.9456	2.5107	0.2901	3.4366	4.2137	11.1103	1.628	3.4965	0.1264	1.3409	24.1399	3.3751	1.016
TRGV4	2.3052	3.8418	2.8825	7.8116	0.7262	0	4.0575	4.569	6.1455	2.9372	6.5215	2.1434	32.6688	7.5558	3.9633
TRGV5	4.2587	1.0979	2.6176	1.8108	1.0585	0.1942	3.1102	11.6261	1.437	0.6889	1.4734	0.9759	22.4669	0.4418	14.4611
TRGV5P	5.1622	0.5884	0	6.0352	0.4411	0.8738	3.1303	18.1354	1.8626	1.7295	2.8767	1.1998	23.113	0.3742	4.0789
TRGV6	0.2762	0.76	0	0.66	0	5.5794	0.6667	1.1729	0.0856	0	0	2.5069	27.106	0.3297	0
TRGV7	5.1496	6.6065	9.8364	1.8849	0.9988	14.2504	8.9493	4.4825	7.3614	12.4587	1.5186	4.8164	28.0805	2.7932	16.1583
TRGV8	0.8889	1.7001	2.9168	4.4048	0.5339	5.5192	3.9835	0	1.9146	12.7349	1.0752	0.0406	4.5557	0	2.4792
TRGV9	9.7478	1.4464	4.4042	13.6674	0.7414	37.2879	7.1841	3.2768	2.1408	0.5835	5.1969	0.0276	26.8021	12.1318	16.419
TRGVA	0	0	0	0	0	0	0	4.7189	0.2458	0.6859	0.1308	0	1.3603	0	0
TRGVB	0	0	0	0	0	0	0	0	0	0	0	0	1.0288	0	1.2356
TRH	0	29.3177	7.3021	0	0.0157	0.2852	0	0	0	0	0	2.5267	0	0.807	0
TRHDE	0.9854	0	0	0.0251	0.0013	0	0	0	0	0.4566	0	0	0	0	0
TRHR	0	0	0	0	0	0.0084	0	0	0	0	0	0	0	0	0
TRIAP1	36.0421	92.7452	66.5806	68.0785	21.5427	99.0296	38.9087	37.635	37.4479	52.0702	7.2022	63.9112	79.9498	79.8016	56.3044
TRIB1	65.9837	9.8918	4.6874	22.3045	41.0568	11.8758	41.2609	15.9468	23.388	32.4389	224.457	2.259	10.7454	6.6109	31.2466
TRIB2	1.5836	5.5874	6.543	9.0689	1.658	0.6936	2.8105	0.5764	0.0193	123.4823	8.6907	3.0861	0.7372	7.6641	4.6486
TRIB3	4.2329	6.6634	3.9951	3.1052	4.7839	12.5406	2.4174	2.278	1.9496	2.3817	5.011	6.7475	3.0064	9.975	1.7792
TRIM10	1.4167	0.6285	0.0073	0	0.0052	0.7471	0	0	0	0.4779	0	0	8.1955	0	0
TRIM11	8.3387	5.9534	7.0676	5.517	12.5612	8.1054	7.747	5.505	6.2977	4.2507	20.4721	4.7982	4.2289	5.1082	6.7135
TRIM13	21.2507	45.2123	30.3935	31.0452	16.7548	23.3437	34.7337	31.2238	32.5522	16.101	60.0809	46.1249	70.1597	34.6189	19.6234
TRIM14	21.1096	24.8761	22.5131	29.0183	35.4749	21.7524	31.8655	22.7137	40.2468	19.2808	37.0407	27.2379	25.4218	17.6035	21.3419
TRIM15	1.3212	0	0.1176	0.6426	0	2.3985	0	0	0.0175	0	0	0	7.4384	0	0
TRIM16	4.0765	4.7607	14.3265	9.1615	2.2787	54.676	3.8993	25.0845	1.4756	4.9905	5.4576	5.0551	71.6476	4.3066	3.0848
TRIM16L	1.3753	3.0066	1.3265	2.0123	0.7308	5.0269	1.3589	3.0645	0.3804	1.7617	0.3099	2.4451	5.4446	0.9808	1.0649
TRIM17	0.688	0.6105	0.1481	0.0033	0.3192	0.1477	0.2405	0	0.481	0.0606	2.0822	0.3758	0.1444	0.4849	0.2935
TRIM2	1.6464	0.3191	0.1133	0	0.1693	0.2408	0.2416	0.0509	0	0.1196	0.2404	0.0508	1.4269	1.2982	0.0239
TRIM21	14.8568	84.2573	56.0345	46.4826	31.9579	43.1322	90.2374	54.8159	60.1004	31.1315	15.8997	48.9911	77.4676	61.519	85.8116
TRIM22	63.9642	94.9275	52.4305	44.3116	25.0243	105.2465	69.1526	98.0027	42.0535	67.2269	28.0933	67.3484	96.9132	47.5897	89.6768
TRIM23	3.2302	6.0197	4.5629	1.3426	0.902	2.0711	5.9546	5.8901	4.8505	1.2251	2.5101	9.3042	7.1816	5.9608	9.9919
TRIM24	7.4514	10.1876	6.9065	4.8217	1.9628	6.7459	3.0469	6.298	2.8204	11.501	6.7909	6.7148	7.8095	7.5658	5.2742000000000004
TRIM25	21.7428	19.3735	17.4585	21.8119	20.6459	11.4475	25.7488	20.2014	20.9416	16.2165	32.8484	16.0068	14.569	17.5556	15.5256
TRIM26	18.8708	15.4928	16.3977	10.9315	23.5424	17.4964	21.3261	19.5608	22.1804	12.2438	38.2042	16.7591	7.309	9.3997	10.2044
TRIM26P	0.9191	0	0.2283	0	0	0.0542	0.3324	0	0.1466	0	0.4664	0.1003	0.9872	0.0751	0.0532
TRIM27	11.0381	18.5055	22.8432	16.8865	13.5797	21.754	21.547	8.4448	21.5795	13.9642	13.6934	12.9305	27.1084	16.356	14.1515
TRIM28	20.3501	19.1674	69.9345	34.575	48.8374	43.4842	16.0285	19.2963	42.2291	56.7646	46.9928	41.8515	13.8995	29.8274	6.6685
TRIM29	0.6782	0	0.0302	0	0	0	0	0.914	0	0.6389	0	0	0	0	0
TRIM3	2.6412	0.3099	1.7258	2.1437	2.2057	1.5117	1.87	0.2279	2.77	0.7652	0.1391	0.7738	1.4441	1.2224	0.6778
TRIM31	1.3665	0.2144	0	0	0	0	0	0	0	0	0	0	0	0	0.0239
TRIM32	2.5016	0	3.2119	2.7961	2.4123	14.9499	5.5498	10.4703	3.1357	15.0047	2.4589	8.0064	16.7188	18.9998	9.7663
TRIM33	11.6616	14.7258	9.6194	11.1409	6.3619	11.12	13.9639	18.7857	9.9014	14.0933	10.2121	10.2973	23.9335	13.7569	12.5107
TRIM34	24.7173	26.4009	17.2954	7.7887	16.8044	16.6049	37.7587	18.5668	19.9135	17.8616	5.9029	19.9663	20.7147	17.0793	25.4182
TRIM35	10.1431	13.0454	11.5022	28.3084	4.1073	18.7246	13.335	20.5087	11.6282	11.0777	27.5115	20.6849	24.3707	21.077	5.3494
TRIM36	1.4461	0.6377	0.1297	2.9829	0.0947	0.0057	2.3011	1.1914	0.041	0.1752	0.3505	0.1091	0.6554	0.1958	0.1277
TRIM37	3.8097	17.6569	11.1287	7.6737	2.7892	18.051	6.235	13.1614	5.633	14.7829	7.5004	9.4643	22.5554	12.5784	8.4025
TRIM38	56.2203	42.6368	26.8537	42.8778	36.4408	33.3293	76.5041	48.3702	61.3269	22.2023	34.1743	33.5367	46.1301	34.8239	60.0816
TRIM39	20.9973	19.2846	21.0741	26.4279	11.9321	24.9473	25.9741	20.2008	31.2495	22.7713	13.2163	25.8801	24.9205	26.103	31.5934
TRIM4	8.6668	4.6242	6.9309	4.4045	6.2652	6.8764	11.407	4.6818	10.8124	2.7382	15.9287	3.3013	11.3889	5.4935	6.5251
TRIM40	1.6883	0	0	0	0	0	0	0	0	0	0	0	0.3121	0	0
TRIM41	4.6646	1.3461	1.4682	3.8437	2.6045	1.8992	1.7226	1.7721	1.8815	1.3357	2.5208	2.6252	2.1593	1.5329	1.1422
TRIM42	0.6236	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM43	0.0736	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM43B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM44	17.1324	18.8204	20.2718	18.1734	29.9049	32.4849	34.0688	34.4059	20.9372	29.635	28.7084	26.3278	26.2158	23.3363	28.9231
TRIM45	6.2986	4.1782	3.6769	4.1238	0.8584	4.1535	2.2643	7.6729	0.7056	4.3431	1.987	6.1495	10.2399	3.6602	1.8447
TRIM46	1.4891	4.2774	2.2552	1.7307	3.5095	7.6195	1.1326	3.0411	2.6639	0.7256	3.0461	5.6282	4.6246	5.0801	1.8574
TRIM47	7.3287	3.1345	6.4769	0	1.0912	5.59	1.4807	1.1329	1.8805	0	0.1748	21.9325	10.5885	12.4205	0.8558
TRIM48	0.2875	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM49	0.7287	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM49L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM5	11.1761	64.1001	12.1331	10.2522	4.7527	17.5255	13.1662	15.6252	9.5311	16.5049	14.2087	44.6215	28.1689	43.5854	20.8661
TRIM50	1.7477	0	0.0106	0	0	0	0	0.0204	0	0	0	0	0.0277	0.1872	0.1725
TRIM52	5.8371	20.3305	6.8084	5.5851	4.346	17.6493	9.0583	11.1393	8.2624	6.8231	8.4352	16.6707	22.8377	11.6319	4.8557
TRIM53	0.8961	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM53B	0.1843	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM54	2.6925	1.7732	1.6362	1.0618	0.4854	1.4284	0.4978	2.1423	0.5945	1.294	9.6221	2.151	1.7509	2.5717	0.7073
TRIM55	0.5356	0	0	0	0	0	0	0	0.5238	0	0	0	0	0.0027	0
TRIM56	7.3562	5.0501	8.408	4.0712	19.4517	7.3524	7.3503	2.9729	5.7772	7.051	7.707	5.2103	5.9362	3.9234	3.2866
TRIM58	4.3284	7.7334	6.2875	0.1309	1.0748	22.01	0.8717	16.3898	2.1538	21.4766	2.2865	22.829	12.4704	23.8549	1.5032
TRIM59	8.1934	44.3086	17.19	11.5544	1.6612	52.7392	7.7606	50.2862	1.5676	29.09	18.1338	36.843	84.9947	40.7956	14.2759
TRIM6	2.8101	16.2782	0.828	1.1564	0.6619	2.5105	0.683	0	0	2.1264	0.2114	6.5247	4.443	2.1144	5.8002
TRIM6-TRIM34	17.5613	24.2711	12.2541	5.5538	11.9588	12.2597	26.7425	12.9954	13.9915	12.8776	4.1466	15.6524	15.3931	12.4537	19.3478
TRIM60	0.5653	0	0	0	0	0	0	0	0	0	0.0092	0	0	0	0
TRIM60P13	0.3891	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM60P16	1.887	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM60P17	0.3013	0	0	0	0	0.1177	0	0	0	0.735	0	0.6449	0	0	0
TRIM60P18	5.9305	1.0075	1.0626	0.1928	0.671	2.4435	2.3615	4.1599	0.3033	0	2.9109	0.8109	4.3427	0.8294	1.4212
TRIM60PY10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM60PY11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM60PY3	0.1803	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM60PY5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM60PY8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM60PY9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM61	2.5464	0	0.6649	0	0.1774	0	0.0146	0	0	0.98	0.036	0	0	0	0
TRIM62	4.161	0.501	1.5949	0.5133	1.1648	1.6826	1.662	1.3267	1.1149	0.9492	1.3682	0.7427	1.5148	0.8104	1.5747
TRIM63	2.0191	0	0	0	0.1455	0	0	0	0	0.0767	0	0.1182	0	0	0
TRIM64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM64B	1.5606	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM64C	3.3096	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM65	4.5512	4.8259	8.0007	6.2056	3.9314	6.2732	2.3377	6.4977	6.9268	5.5679	7.0106	9.5105	5.136	7.2259	2.9137
TRIM66	3.8163	1.7346	3.0542	2.475	1.9726	3.218	5.2301	2.6257	1.8467	4.388	5.1472	3.293	10.0837	2.1125	1.038
TRIM67	0.6774	0.0463	0.0821	0	0.0147	0.0232	0	0	0.0333	0.0671	0	0.0045	0.0464	0.0297	0.0019
TRIM68	3.6874	25.7963	14.4961	4.667	3.2883	34.1122	13.9643	23.6107	5.0047	5.8489	1.344	14.6802	27.8129	19.8978	11.4473
TRIM69	0.8041	1.263	0.1096	0.0249	0.5954	0.334	0.1161	0.0682	0	0.2445	0.01	0.3498	0	0.3031	0
TRIM7	6.8669	2.2321	1.8349	3.0679	1.6337	0.874	2.5636	2.2824	3.6346	2.3592	3.0753	1.0346	1.5405	1.2247	0.6875
TRIM71	1.3576	4.0253	0.6893	0.383	0	0.4652	0	5.5506	0.0846	0.0125	0.7278	7.984	1.6208	7.6265	0.3811
TRIM72	0.9856	0	0	0	0.6424	0.0138	0	0	0	0	0	0.0464	0.0317	0	0
TRIM73	0.0535	0.2061	0.1271	0.0275	0.0488	0.2258	0.0647	0.273	0.1763	0.0309	0.2572	0.9761	0.1824	0.1592	0.0553
TRIM74	0.5267	1.0925	0.2311	0	0.214	0.5944	0.1726	0	0.7309	0	1.0848	2.5202	0.511	1.0608	0.0215
TRIM75	1.6914	0	0	0	0	0	0	0	0	0	0	0.0674	0	0	0
TRIM77	0.1233	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM8	25.0967	17.8114	21.8824	20.1175	32.6618	17.3109	38.2099	32.2607	26.3125	34.0662	24.7281	27.9255	18.2618	28.2464	26.5111
TRIM9	1.2848	0	0.0051	0.2543	0	0.155	0.2043	0.0095	0.2049	0.1698	0.3529	0.0584	0.1281	0.0563	0
TRIML1	1.3723	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIML2	1.6082	0	0	0	0	0.0046	0	0	0	0.0065	0	0	0	0	0
TRIO	4.1892	6.8146	2.8834	1.4085	3.21	2.9361	5.9304	6.4594	3.8772	3.2807	14.2209	5.7885	6.7615	6.1635	3.8113
TRIOBP	10.2437	4.9747	7.3759	2.562	11.8271	6.5193	8.1945	5.1676	7.7384	4.4334	13.2069	7.5512	6.7324	6.6239	6.5273
TRIP10	1.1065	2.9497	1.7767	1.2396	0.8523	3.413	0.7511	0.7711	2.6047	0.9859	0.9388	3.7277	1.5999	11.3074	1.1493
TRIP11	15.14	38.1855	17.2975	21.5238	7.2285	30.986	38.5921	35.6886	21.9934	22.5301	7.2199	38.2725	40.3094	38.2364	28.644
TRIP12	13.769	31.5296	13.3352	18.9545	10.0227	14.8638	26.1874	27.0599	19.6552	28.2059	12.9953	16.4242	16.9356	20.8655	23.6383
TRIP13	4.3467	4.088	9.899	18.7532	7.2981	2.4916	0.621	0.1118	0.9106	6.1325	24.3051	0.5841	3.0744	3.3362	2.4766
TRIP4	24.6462	51.5538	45.0731	37.0087	15.4955	48.4439	43.1943	39.5571	48.1197	37.256	12.1723	44.7541	63.8014	46.8885	44.7249
TRIP6	13.0351	3.6213	7.6258	2.7049	7.6454	1.3463	3.6397	3.0382	2.3052	6.6041	22.4563	5.3194	0.3147	5.168	4.1643
TRIT1	8.8502	13.6125	13.9296	11.4268	3.5983	7.4561	11.067	13.3119	10.9024	17.4739	5.7708	7.9186	12.7928	13.7542	13.1409
TRMT1	37.6336	46.1924	91.7495	36.8269	40.2405	90.9582	48.9277	53.7897	53.2407	38.669	77.0617	86.682	46.6455	73.9673	34.2309
TRMT11	10.8388	30.3046	16.3111	12.904	2.4269	16.6432	7.5939	18.4336	4.2821	14.2946	1.4109	22.1536	19.6203	17.4801	12.237
TRMT112	631.212	936.4766	1041.7935	1018.9592	307.0168	1115.5035	710.0996	716.7888	780.4102	644.6595	752.7543	1161.8563	994.3523	1149.7938	770.8985
TRMT12	6.3406	24.1585	13.3501	13.1007	2.4385	12.1234	9.8852	15.6151	4.161	11.1048	6.0396	18.3199	17.4365	15.8071	23.3341
TRMT2A	6.1816	2.319	11.0365	4.7836	15.2534	12.1895	6.5363	6.1079	14.2743	4.9698	2.4787	10.1646	4.2223	6.6385	0.8735
TRMT2B	11.6505	18.7721	15.1791	10.3405	5.6823	23.0262	13.667	22.113	17.5928	15.3692	9.5144	17.7393	22.2752	11.5651	20.1627
TRMT5	3.8362	6.025	6.277	3.8096	1.4431	7.5235	3.5506	3.9804	1.1763	4.9046	3.0938	7.848	6.7718	6.6452	5.0833
TRMT6	14.5339	24.8136	26.2519	31.645	15.4895	36.0553	18.6188	23.0915	30.9579	23.0981	5.9932	26.9271	34.9564	23.0801	29.9656
TRMT61A	2.0897	3.3939	6.4961	3.3294	4.1632	8.5977	1.7092	0.1282	7.1089	1.2241	1.9811	5.1519	3.1448	7.8219	0.6379
TRMT61B	27.6611	37.3902	36.1341	25.799	5.4251	44.6242	26.0044	40.618	16.8981	21.0103	25.2451	47.7252	70.8061	44.4455	41.33
TRMU	6.0398	4.6615	7.8588	5.6797	3.8567	5.0267	2.6933	3.0973	5.7446	3.1237	2.8318	4.4584	2.2599	3.8274	1.3917
TRNAE37P	3.7658	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRNAG36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRNAU1AP	35.2239	25.9559	19.9511	28.0004	8.7372	23.0724	18.572	12.6591	28.2907	12.9421	20.2655	27.6104	28.4121	19.0237	19.7963
